buy,21,1,1000,3,30,
buy,0,0,177,5,-1995,
buy,0,1,320,3,-2000,
buy,0,2,282,3,-1998,
buy,0,3,800,1,-2000,
buy,0,4,960,1,-2000,
buy,0,5,208,4,-1996,
buy,0,6,369,2,-1999,
buy,0,7,2400,0,-2000,
buy,0,8,685,1,-1999,
buy,0,9,1200,0,-2000,
buy,0,10,228,4,-1997,
buy,0,11,240,4,-2000,
buy,0,12,184,5,-1996,
buy,0,13,600,1,-2000,
buy,0,14,200,4,-2000,
buy,0,15,252,3,-1997,
buy,0,16,342,2,-1997,
buy,0,17,400,2,-2000,
buy,0,18,4800,0,-2000,
buy,0,19,1600,0,-2000,
buy,0,20,6,150,-1940,
buy,0,21,2,370,-1780,
buy,0,22,9,100,-1940,
buy,0,23,4,210,-1880,
buy,0,24,1,590,-1630,
buy,0,25,2,400,-1840,
buy,0,26,1,510,-1550,
buy,0,27,6,140,-1880,
buy,0,28,1,550,-1590,
buy,0,29,2,440,-1920,
buy,0,30,2,330,-1700,
buy,0,31,4,200,-1840,
buy,0,32,2,380,-1800,
buy,0,33,3,260,-1820,
buy,0,34,6,160,-2000,
buy,0,35,2,360,-1760,
buy,0,36,2,450,-1940,
buy,0,37,4,240,-2000,
buy,0,38,4,220,-1920,
buy,0,39,7,130,-1950,
buy,0,40,6,142,-1894,
buy,0,41,2,365,-1771,
buy,0,42,9,96,-1909,
buy,0,43,4,206,-1867,
buy,0,44,1,588,-1628,
buy,0,45,2,390,-1820,
buy,0,46,1,514,-1554,
buy,0,47,6,139,-1875,
buy,0,48,1,551,-1591,
buy,0,49,2,440,-1920,
buy,0,50,2,322,-1685,
buy,0,51,4,194,-1818,
buy,0,52,2,382,-1805,
buy,0,53,3,256,-1810,
buy,0,54,5,161,-1846,
buy,0,55,2,353,-1746,
buy,0,56,2,447,-1935,
buy,0,57,3,240,-1762,
buy,0,58,4,219,-1919,
buy,0,59,7,129,-1945,
buy,0,60,6,145,-1914,
buy,0,61,2,368,-1777,
buy,0,62,10,94,-1987,
buy,0,63,4,206,-1866,
buy,0,64,1,586,-1626,
buy,0,65,2,391,-1822,
buy,0,66,1,513,-1553,
buy,0,67,6,139,-1876,
buy,0,68,1,550,-1590,
buy,0,69,2,441,-1923,
buy,0,70,2,329,-1699,
buy,0,71,4,192,-1811,
buy,0,72,2,384,-1808,
buy,0,73,3,258,-1816,
buy,0,74,5,170,-1893,
buy,0,75,2,353,-1746,
buy,0,76,2,445,-1931,
buy,0,77,4,238,-1993,
buy,0,78,4,220,-1921,
buy,0,79,7,129,-1945,
buy,0,80,6,142,-1895,
buy,0,81,2,374,-1789,
buy,0,82,10,92,-1962,
buy,0,83,4,207,-1868,
buy,0,84,1,589,-1629,
buy,0,85,2,396,-1832,
buy,0,86,1,509,-1549,
buy,0,87,6,139,-1878,
buy,0,88,1,550,-1590,
buy,0,89,2,441,-1923,
buy,0,90,2,332,-1705,
buy,0,91,4,197,-1828,
buy,0,92,2,387,-1815,
buy,0,33,3,260,-1820,
buy,0,94,5,188,-1984,
buy,0,95,2,348,-1737,
buy,0,96,2,445,-1931,
buy,0,97,4,239,-1998,
buy,0,98,4,220,-1920,
buy,0,79,7,129,-1945,
buy,0,100,6,146,-1917,
buy,0,101,2,377,-1795,
buy,0,102,10,91,-1951,
buy,0,103,4,207,-1870,
buy,0,104,1,589,-1629,
buy,0,105,2,396,-1833,
buy,0,106,1,514,-1554,
buy,0,107,6,139,-1875,
buy,0,108,1,552,-1592,
buy,0,109,2,441,-1923,
buy,0,110,2,330,-1701,
buy,0,111,4,204,-1858,
buy,0,112,2,396,-1833,
buy,0,113,3,259,-1817,
buy,0,114,4,192,-1808,
buy,0,115,2,341,-1722,
buy,0,116,2,449,-1938,
buy,0,117,3,243,-1770,
buy,0,118,4,220,-1920,
buy,0,119,7,128,-1941,
buy,0,120,6,138,-1872,
buy,0,121,2,376,-1792,
buy,0,122,10,91,-1957,
buy,0,123,4,206,-1867,
buy,0,124,1,589,-1629,
buy,0,125,2,396,-1833,
buy,0,126,1,509,-1549,
buy,0,127,6,139,-1875,
buy,0,128,1,555,-1595,
buy,0,129,2,441,-1922,
buy,0,130,2,331,-1703,
buy,0,131,4,203,-1855,
buy,0,132,2,395,-1831,
buy,0,133,3,260,-1822,
buy,0,134,5,190,-1992,
buy,0,135,2,339,-1718,
buy,0,136,2,444,-1928,
buy,0,137,3,241,-1765,
buy,0,138,4,219,-1919,
buy,0,139,7,128,-1939,
buy,0,140,6,138,-1872,
buy,0,52,2,382,-1805,
buy,0,142,10,93,-1978,
buy,0,143,4,207,-1870,
buy,0,144,1,588,-1628,
buy,0,145,2,396,-1832,
buy,0,146,1,513,-1553,
buy,0,147,6,138,-1873,
buy,0,148,1,554,-1594,
buy,0,149,2,440,-1921,
buy,0,150,2,335,-1711,
buy,0,151,4,207,-1870,
buy,0,152,2,390,-1821,
buy,0,153,3,261,-1824,
buy,0,154,5,187,-1976,
buy,0,155,2,333,-1706,
buy,0,156,2,441,-1922,
buy,0,157,4,239,-1996,
buy,0,158,4,219,-1918,
buy,0,159,7,128,-1942,
buy,0,160,6,142,-1896,
buy,0,161,2,383,-1807,
buy,0,162,9,100,-1944,
buy,0,163,4,207,-1868,
buy,0,164,1,589,-1629,
buy,0,165,2,394,-1829,
buy,0,166,1,513,-1553,
buy,0,167,6,138,-1873,
buy,0,168,1,553,-1593,
buy,0,169,2,440,-1920,
buy,0,170,2,334,-1708,
buy,0,171,4,203,-1855,
buy,0,172,2,384,-1809,
buy,0,173,3,261,-1823,
buy,0,174,4,193,-1815,
buy,0,175,2,331,-1702,
buy,0,176,2,441,-1922,
buy,0,177,4,236,-1987,
buy,0,178,4,219,-1917,
buy,0,179,7,127,-1935,
buy,0,180,6,142,-1895,
buy,0,181,2,380,-1801,
buy,0,182,9,101,-1953,
buy,0,183,4,207,-1870,
buy,0,184,1,591,-1631,
buy,0,185,2,394,-1828,
buy,0,186,1,511,-1551,
buy,0,67,6,139,-1876,
buy,0,188,1,554,-1594,
buy,0,189,2,439,-1919,
buy,0,190,2,333,-1706,
buy,0,191,4,196,-1825,
buy,0,192,2,388,-1816,
buy,0,193,3,261,-1825,
buy,0,194,4,194,-1818,
buy,0,195,2,332,-1704,
buy,0,196,2,440,-1921,
buy,0,197,4,238,-1992,
buy,0,198,4,219,-1917,
buy,0,199,7,128,-1938,
buy,0,200,7,134,-1983,
buy,0,201,2,383,-1807,
buy,0,202,9,101,-1949,
buy,0,203,4,208,-1873,
buy,0,204,1,590,-1630,
buy,0,205,2,394,-1828,
buy,0,206,1,510,-1550,
buy,0,207,6,139,-1876,
buy,0,208,1,556,-1596,
buy,0,209,2,441,-1922,
buy,0,210,2,331,-1703,
buy,0,211,4,198,-1832,
buy,0,212,2,382,-1805,
buy,0,213,3,260,-1821,
